Brand,Price,Ton,BEE_rating,Avg_Rating,Reviews,Rated_reviews,Type,Inverter,Convertible,Condenser Coil,Power Consumption,Noise level,Refrigerant,Ambient Temperature,WiFi Enabled,Warranty
Carrier,29590,1,3,4.3,"1,386",178,Window,No,No,Copper,1120,54,R32,Not Available,No,1 Year on Complete Unit and 5 Years on Compressor
Hitachi,54990,2,3,3.9,"2,691",279,Split,Yes,No,Copper,2070,37,R410A,Not Available,No,Not Available
Hitachi,36900,1.2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1110,37,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Blue Star,19999,0.75,3,4.2,"2,977",378,Window,No,No,Copper,840,52,R410A,50,No,5 Years on Compressor from Blue Star
Toshiba,35000,1.5,3,4.1,19,4,Split,No,No,Copper,1800,41,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Date of Purchase
Blue Star,48990,1.7,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1790,43,R32,Not Available,No,1 Year on Product and 10 Years Warranty on Compressor
Haier,44990,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,2100,40,R410A,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Lloyd,33999,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1110,32,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Samsung,50400,1,5,Not Available,Not Available,Not Available,Split,No,No,Alloy,1060,21,Not Available,Not Available,No,"1 Year on Product, 10 Years on Digital Inverter Compressor, 1 Year Warranty on Copper Condenser Models and 2 Years on PCB Controller from Samsung"
Hitachi,36990,1.5,3,3.8,19,1,Split,Yes,No,Copper,1475,94,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor from Hitachi
Lg,34999,1,5,4.4,5,0,Split,Yes,No,Copper,1080,21,R32,Not Available,No,1 Year on Product and 10 Years on Compressor from LG
Lg,34999,1,5,4.4,5,0,Split,Yes,No,Copper,1080,21,R32,Not Available,No,1 Year on Product and 10 Years on Compressor from LG
Haier,50490,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,880,30,R32,Not Available,No,1 Year Warranty on Product and 12 Years on Compressor From Haier
Daikin,42990,1.5,3,4,117,5,Split,Yes,No,Copper,1740,35,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Whirlpool,29999,1,3,4.1,"2,125",308,Split,Yes,Yes,Copper,669,45,R32,Not Available,No,"1 Year Warranty on Product, 1 Year on Condenser and 10 Years on Compressor from Whirlpool"
Daikin,32990,1,3,4.1,154,21,Split,No,No,Copper,Not Available,51,R32,Not Available,No,1 Year on Total Unit and 5 Years on Compressor
Haier,43490,1.6,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,880,32,R32,Not Available,No,1 Year Warranty on Product and 12 Years on Compressor
Voltas,58990,2,3,4.1,24,0,Split,Yes,No,Copper,2000,45,R32,52,No,1 Year on Product and Condenser and 5 Years on Compressor from Voltas
Daikin,34999,1,3,4.7,6,1,Split,Yes,No,Copper,1122,40,Not Available,Not Available,No,1 Year Comprehensive and 4 Years Compressor Warranty from Daikin
Voltas,44990,1.5,3,4.3,"4,519",478,Split,Yes,No,Copper,1355,46,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Voltas
Daikin,44990,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,940,27,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Lloyd,36880,1.5,5,4,3,0,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,52,No,Not Available
Voltas,53999,2,3,4.1,34,1,Split,Yes,No,Copper,2000,45,R410A,52,No,1 Year on Product and Condenser and 5 Years on Compressor from Voltas
Blue Star,33500,1,2,4.2,697,93,Split,No,No,Copper,739,62,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Voltas,39500,1.5,3,3.9,20,3,Window,No,No,Copper,1800,58,R22,Not Available,No,1 Year on Product and Condenser and 5 Years on Compressor
Samsung,42490,1.5,3,4.3,41,1,Split,Yes,No,Copper,743,45,Not Available,Not Available,No,"1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Hitachi,63200,2,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1282,37,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor
Livpure,36990,1.5,3,4.2,"2,583",579,Split,Yes,No,Copper,1600,48,R32,Not Available,Yes,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Voltas,38990,1.5,3,4.3,"5,225",660,Split,Yes,No,Copper,1760,Not Available,R410A,Not Available,No,1 Year on Product and 4 Years on Compressor
Daikin,50743,1.8,3,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Croma,33990,1,5,4,4,0,Split,Yes,Yes,Copper,955,44,R32,Not Available,No,1 Year on Product and 10 Years on Compressor
Whirlpool,33800,1.5,5,3.8,52,9,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Daikin,75000,2.2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,999,50,R32,Not Available,No,1 Year on Product and Condenser and 5 Years on Compressor
Lg,76990,2,4,4.3,"9,464","1,217",Split,Yes,Yes,Copper,1232,31,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from LG"
Croma,45990,2,5,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,1970,40,R32,Not Available,No,1 Year Comprehensive Warranty and 10 Years on Compressor
Samsung,39990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,912,45,Not Available,Not Available,No,"1 Year Comprehensive Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Impex,52989,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1840,25,R32,Not Available,No,3 Years on Product and 5 Years on Compressor from Impex
Samsung,36500,1,3,4.3,473,84,Split,Yes,No,Copper,1060,37,R410A,Not Available,No,Not Available
Hitachi,59899,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1507,33,R410A,52,No,1 Year Warranty on Product and 5 Years on Compressor
Croma,39990,1.5,5,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,1375,40,R32,Not Available,No,1 Year Comprehensive Warranty and 10 Years on Compressor
Croma,40990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1425,54,R32,Not Available,No,"1 Year on Product, 5 Years on Condenser and 10 Years on Compressor"
Samsung,53900,1,5,Not Available,Not Available,Not Available,Split,No,No,Alloy,1060,21,Not Available,Not Available,No,"1 Year on Product, 10 Years on Digital Inverter Compressor, 1 Year Warranty on Copper Condenser Models and 2 Years on PCB Controller from Samsung"
Voltas,38499,1.5,2,4.4,260,25,Split,Yes,No,Copper,1540,33,R32,52,No,1 Year Warranty on Product and 10 Years On Compressor
Samsung,50000,1,5,Not Available,Not Available,Not Available,Split,No,No,Alloy,920,22,Not Available,Not Available,No,"1 Year on Product, 10 Years on Digital Inverter Compressor, 1 Year Warranty on Copper Condenser Models and 2 Years on PCB Controller from Samsung"
Vizio Vision Beyond Imagination,33200,1.5,5,Not Available,Not Available,Not Available,Split,No,No,Not Available,Not Available,Not Available,Not Available,48,No,Not Available
Voltas,29990,1,5,4.2,456,88,Split,Yes,No,Copper,1160,Not Available,R410A,52,No,1 Year on Product and 4 Years on Compressor
Toshiba,44000,1.8,5,3.3,3,0,Split,No,No,Copper,2200,39,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Date of Purchase
Blue Star,30650,1,3,Not Available,Not Available,Not Available,Split,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Samsung,39339,1.5,4,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,1560,35,R32,Not Available,Yes,5 Years Comprehensive Warranty on Product and 10 Years on Compressor
Blue Star,37999,1.5,5,4.4,"1,474",168,Split,No,No,Copper,1450,46,R32,52,No,1 Year on Product and 5 Years on Compressor from Blue Star
Daikin,44699,1,4,4.2,485,76,Split,Yes,No,Copper,822,31,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Daikin
Carrier,39490,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Blue Star,50551,2,3,Not Available,Not Available,Not Available,Split,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Daikin,60999,1.8,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1575,48,R32,Not Available,No,"1 Year on Product, 10 Years on Compressor and 5 Years on PCB"
Hitachi,40766,2,5,3.4,5,0,Window,No,No,Copper,1703,48,R32,52,No,Not Available
Samsung,44190,1.5,3,2,4,1,Split,No,No,Copper,1350,45,Not Available,Not Available,Yes,5 Years Comprehensive Warranty on Product and 10 Years on Compressor
Lloyd,41190,1.5,5,3.3,7,1,Split,Yes,No,Copper,946,40,R32,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
Lg,46499,1.5,4,4.3,"9,464","1,217",Split,Yes,No,Copper,1440,34,R32,52,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Hitachi,38100,1,3,2.3,3,1,Split,Yes,No,Copper,585,32,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor
Hitachi,31990,1,5,4.1,"3,294",372,Split,Yes,No,Copper,1110,37,R410A,Not Available,No,Not Available
Daikin,41990,1.5,3,3,4,1,Split,Yes,No,Copper,1602,32,R32,54,No,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Daikin,47908,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1325,32,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
O General,33000,1,5,Not Available,Not Available,Not Available,Window,No,No,Copper,1155,47,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From OGeneral
O General,45000,1.5,3,Not Available,Not Available,Not Available,Window,No,No,Copper,1800,56,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From OGeneral
Haier,35490,1.5,3,3,2,1,Split,Yes,No,Copper,1089,41,Not Available,Not Available,No,1 Year Warranty on Product and 12 Years on Compressor from Haier
Hitachi,43998,2,4,4.2,32,1,Split,Yes,No,Copper,2090,37,Not Available,52,No,"1 Year on Product, 1 Year on Condenser and 5 Years on Compressor From Hitachi"
Samsung,43599,1,5,4.8,6,0,Split,Yes,No,Copper,494,42,Not Available,Not Available,No,"1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Samsung,43598,1.5,5,4.1,49,6,Split,Yes,No,Copper,1044,45,Not Available,Not Available,No,"1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Toshiba,39000,1,4,3.7,3,0,Split,Yes,No,Copper,1050,36,R32,Not Available,No,"1 Year on product, 5 year on Compressor"
